Index,Loss,Shapley,Random,Entropy
0,4.4521803855896,-0.109266968096717,0.018770933151245117,0.4621855914592743
1,0.019300401210784912,0.19541658295525435,0.41361838579177856,0.10432823747396469
2,9.613029479980469,-0.0258460823852237,0.3220566511154175,0.05040358006954193
3,0.5425061583518982,-0.07178570674015923,0.6223403215408325,1.0040194988250732
4,0.3178422451019287,0.05462992191314698,0.9213824272155762,0.6433074474334717
5,2.980640411376953,-0.1955944683592198,0.9160450100898743,0.9669190049171448
6,1.2468332052230835,0.18731410228289083,0.7096859812736511,1.6176735162734985
7,5.376862049102783,0.03697750724364665,0.37836652994155884,1.2087197303771973
8,0.9972497224807739,-0.05063597611554964,0.8179597854614258,1.1295732259750366
9,3.478278160095215,-0.01816314950995489,0.43654531240463257,0.29191723465919495
10,2.686539888381958,0.192681315097403,0.5368262529373169,1.2549552917480469
11,0.589124858379364,0.07773402230492951,0.25669950246810913,1.0757036209106445
12,2.108417510986328,-0.05651312025766523,0.1391621232032776,1.0738368034362793
13,0.19290177524089813,0.023730738957722968,0.7827321290969849,0.6721611618995667
14,0.5458802580833435,-0.053361695388267766,0.022414088249206543,0.8787645101547241
15,5.665726184844971,-0.3403169131669838,0.6438913345336914,0.2076874077320099
16,10.13950252532959,-0.14041278178875255,0.7198227643966675,0.059934020042419434
17,0.07006638497114182,-0.007202743113726038,0.5019621849060059,0.29958730936050415
18,3.1340441703796387,-0.2429372357285541,0.8999961018562317,0.2512756884098053
19,3.3995413780212402,-0.159039029303719,0.18271243572235107,0.1749575138092041
20,0.8395353555679321,-0.05097687071648198,0.5783949494361877,1.2387967109680176
21,5.089850425720215,0.16856096007607185,0.6798415780067444,0.7346864938735962
22,9.04637622833252,-0.215164275964101,0.840064525604248,0.6561747193336487
23,5.3675103187561035,0.12940278806184455,0.546117901802063,0.6821033358573914
24,0.9207231998443604,0.2815660717843592,0.142217755317688,0.7204451560974121
25,0.703957200050354,0.22917493334356337,0.9610061645507812,1.1840898990631104
26,0.4478500485420227,0.1989969549507929,0.16081273555755615,0.9746307730674744
27,3.163416624069214,-0.0505388934036781,0.7707594037055969,1.132398009300232
28,0.5059457421302795,0.21465872526168817,0.34311431646347046,0.9641163945198059
29,0.0006678258068859577,0.09622628566546321,0.628475546836853,0.006599788088351488
30,3.4273715019226074,0.16832836597196515,0.6881597638130188,1.4453073740005493
31,0.007251727394759655,0.15903896551865795,0.37945955991744995,0.04498163238167763
32,0.8884711861610413,0.1855948099068232,0.30573970079421997,1.6166670322418213
33,0.12481175363063812,0.028682007108415862,0.04391294717788696,0.40416866540908813
34,6.462603569030762,-0.12580880708992478,0.9310259222984314,0.03996087610721588
35,0.09708019345998764,0.1823209661703842,0.5291250348091125,0.40493571758270264
36,6.076642036437988,-0.04019959884531358,0.6772961616516113,1.2119308710098267
37,0.2791818380355835,-0.03998687901074376,0.15600568056106567,0.7611086368560791
38,1.9152005910873413,-0.00530894297473836,0.432517945766449,0.7906116247177124
39,6.614233493804932,-0.14477253895179898,0.8819579482078552,1.4752222299575806
40,1.5469064712524414,0.06428541576161106,0.5327749848365784,0.9036637544631958
41,7.389191150665283,-0.11120237842682872,0.43543946743011475,0.6837528347969055
42,3.422985792160034,-0.06521389972079883,0.9494059085845947,0.4371333420276642
43,7.727946758270264,-0.20752128601074213,0.5275834202766418,0.39971932768821716
44,0.010572376661002636,0.035391637257167256,0.8070572018623352,0.06491997092962265
45,0.3891458809375763,0.16453079993908212,0.30168014764785767,1.046703577041626
46,3.7012453079223633,0.2342998531629454,0.9408213496208191,1.3405656814575195
47,3.1457438468933105,-0.21458734784807476,0.46538811922073364,0.496165931224823
48,0.8322889804840088,-0.005294381957693199,0.3609345555305481,0.7452044486999512
49,0.04850931465625763,-0.0007014918971706083,0.1388554573059082,0.24383966624736786
